height,weight,age,isManOfTheMatch,isActive,playedPositions,playedPositionsShort,teamRegionName,regionCode,tournamentShortName,apps,subOn,tackleWonTotal,tackleTotalAttempted,name,firstName,lastName,playerId,positionText,teamId,teamName,seasonId,seasonName,isOpta,tournamentId,tournamentRegionId,tournamentRegionCode,tournamentRegionName,tournamentName,rating,minsPlayed,challengeLost,ranking
180,71,25,false,true,-DC-DR-MR-,"D(CR),M(R)",England,nl,EPL,22,0,48,56,Kenny Tete,Kenny,Tete,145996,Defender,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.693636363636363,1483,8,216
190,80,32,false,true,-DC-DR-MC-MR-,"D(CR),M(CR)",England,gb-eng,EPL,31,0,69,95,Chris Basham,Chris,Basham,35607,Defender,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.69290322580645,2586,26,217
178,74,26,false,true,-DR-MR-,"D(R),M(R)",England,es,EPL,25,0,29,58,Héctor Bellerín,Héctor,Bellerín,125211,Defender,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.691999999999999,2093,29,218
165,58,25,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,pt,EPL,24,0,12,29,Daniel Podence,Daniel,Castelo Podence,300513,Midfielder,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.682916666666666,1679,17,219
178,70,24,false,true,-DC-DL-ML-,"D(CL),M(L)",England,gb-sct,EPL,27,0,27,46,Kieran Tierney,Kieran,Tierney,297403,Defender,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.680740740740741,2302,19,220
191,86,29,false,true,-FW-,FW,England,sn,EPL,16,0,4,7,Mbaye Diagne,Mbaye,Diagne,142072,Forward,175,West Bromwich Albion,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.675625000000001,1194,3,221
188,79,25,false,true,-AMC-AML-FW-,"AM(CL),FW",England,gb-sct,EPL,23,0,15,27,Oliver McBurnie,Oliver,McBurnie,138695,Forward,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.674347826086956,1319,12,222
170,61,34,false,true,-MC-,M(C),England,pt,EPL,33,0,75,131,João Moutinho,João Filipe Iria,Santos Moutinho,16161,Midfielder,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.674242424242425,2534,56,223
175,66,23,false,true,-MC-,M(C),England,br,EPL,33,0,49,87,Douglas Luiz,Douglas Luiz,Soares de Paulo,337883,Midfielder,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.673939393939393,2790,38,224
184,71,34,false,true,-AML-AMR-FW-,"AM(LR),FW",England,uy,EPL,26,0,12,23,Edinson Cavani,Edinson,Cavani,24328,Forward,32,Manchester United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.673076923076923,1372,11,225
182,77,30,false,true,-FW-MC-ML-MR-,"M(CLR),FW",England,es,EPL,26,0,14,32,Rodrigo,Rodrigo,Moreno,83459,Forward,19,Leeds,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.673076923076923,1291,18,226
188,82,31,false,true,-DC-DR-,D(CR),England,gb-eng,EPL,22,0,11,18,Craig Dawson,Craig,Dawson,73063,Defender,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.670909090909092,1926,7,227
176,70,27,false,true,-DL-ML-,"D(L),M(L)",England,gb-eng,EPL,29,0,48,69,Charlie Taylor,Charlie,Taylor,107462,Defender,184,Burnley,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.6703448275862085,2429,21,228
187,81,25,false,true,-DC-,D(C),England,co,EPL,18,0,40,51,Davinson Sánchez,Davinson,Sánchez,322655,Defender,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.67,1487,11,229
185,79,26,false,true,-DC-DMC-,"D(C),DMC",England,gb-eng,EPL,24,0,52,73,Isaac Hayden,Isaac,Hayden,136356,Midfielder,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.668333333333334,1946,21,230
186,79,31,false,true,-FW-MC-ML-MR-,"M(CLR),FW",England,is,EPL,36,0,30,61,Gylfi Sigurdsson,Gylfi,Sigurdsson,69346,Midfielder,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.667777777777779,2256,31,231
185,73,30,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,gb-eng,EPL,24,0,12,24,Danny Welbeck,Danny,Welbeck,39308,Forward,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.664166666666667,1547,12,232
183,82,29,false,true,-DC-DL-,D(CL),England,gb-wls,EPL,15,0,16,24,Paul Dummett,Paul,Dummett,112009,Defender,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.664,1256,8,233
179,74,26,false,true,-DR-ML-MR-,"D(R),M(LR)",England,gb-eng,EPL,26,0,39,64,Jacob Murphy,Jacob,Murphy,141486,Midfielder,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.663076923076924,1621,25,234
191,82,22,false,true,-DC-DL-,D(CL),England,gh,EPL,12,0,38,47,Mohammed Salisu,Mohammed,Salisu,362357,Defender,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.662499999999999,843,9,235
188,88,27,false,true,-DC-DMC-DR-,"D(CR),DMC",England,gb-eng,EPL,28,0,23,30,Eric Dier,Eric,Dier,117973,Midfielder,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.659285714285715,2520,7,236
180,75,20,false,true,-AML-FW-,"AM(L),FW",England,br,EPL,14,0,7,13,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,380706,Forward,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.657857142857144,588,6,237
181,72,26,false,true,-DR-MC-MR-,"D(R),M(CR)",England,gb-eng,EPL,31,0,63,107,Harrison Reed,Harrison,Reed,135724,Midfielder,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.655483870967741,2251,44,238
174,70,27,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,py,EPL,34,0,49,91,Miguel Almirón,Miguel,Almirón,303924,Midfielder,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.655294117647061,2438,42,239
0,0,20,false,true,-DL-ML-,"D(L),M(L)",England,,EPL,14,0,23,30,Luke Thomas,Luke,Thomas,396317,Defender,14,Leicester,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.652857142857142,972,7,240
175,77,32,false,true,-AMC-AML-AMR-,AM(CLR),England,br,EPL,25,0,13,23,Willian,Willian,Borges Da Silva,29463,Forward,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.651600000000002,1407,10,241
177,67,32,false,true,-DC-DR-MR-,"D(CR),M(R)",England,ie,EPL,25,0,39,48,Séamus Coleman,Séamus,Coleman,31826,Defender,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.650400000000001,1612,9,242
188,83,26,false,true,-DC-DMC-,"D(C),DMC",England,be,EPL,33,0,54,83,Leander Dendoncker,Leander,Dendoncker,124106,Midfielder,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.65030303030303,2501,29,243
178,72,28,false,true,-DL-MC-ML-MR-,"D(L),M(CLR)",England,gh,EPL,27,0,29,46,Jeffrey Schlupp,Jeffrey,Schlupp,91822,Midfielder,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.64962962962963,1426,17,244
188,85,24,false,true,-GK-,GK,England,gb-eng,EPL,13,0,1,2,Dean Henderson,Dean,Henderson,304008,Goalkeeper,32,Manchester United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.648461538461539,1125,1,245
185,77,27,false,true,-GK-,GK,England,gb-eng,EPL,31,0,0,2,Jordan Pickford,Jordan,Pickford,110189,Goalkeeper,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.647096774193549,2743,2,246
183,75,33,false,true,-DR-MR-,"D(R),M(R)",England,eg,EPL,14,0,17,22,Ahmed El Mohamady,Ahmed Eissa,El Mohamady Abdel Fattah,34876,Defender,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.642857142857143,832,5,247
194,92,24,false,true,-DC-,D(C),England,fr,EPL,18,0,20,31,Issa Diop,Issa,Diop,300359,Defender,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.642777777777778,1379,11,248
173,70,33,false,true,-AMC-AML-FW-,"AM(CL),FW",England,ar,EPL,12,0,4,13,Sergio Agüero,Sergio,Agüero,14260,Forward,167,Manchester City,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.641666666666668,559,9,249
185,88,31,false,true,-DC-DL-,D(CL),England,ie,EPL,22,0,24,31,Ciaran Clark,Ciaran,Clark,70099,Defender,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.641363636363635,1893,7,250
190,83,32,false,true,-DC-,D(C),England,ar,EPL,24,0,29,33,Federico Fernández,Federico,Fernández,44847,Defender,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.635833333333333,2083,4,251
172,76,31,false,true,-DL-MC-ML-MR-,"D(L),M(CLR)",England,gb-sct,EPL,18,0,10,24,Matt Ritchie,Matt,Ritchie,68648,Midfielder,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.635555555555555,1352,14,252
184,63,24,false,true,-DC-DR-MR-,"D(CR),M(R)",England,gb-eng,EPL,28,0,56,86,Mason Holgate,Mason,Holgate,297544,Defender,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.634642857142857,2290,30,253
182,0,21,false,true,-AMC-,AM(C),England,gb-eng,EPL,30,0,81,149,Conor Gallagher,Conor,Gallagher,375621,Midfielder,175,West Bromwich Albion,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.633666666666667,2532,68,254
175,80,31,false,true,-DMC-,DMC,England,gb-eng,EPL,38,0,23,55,Ashley Westwood,Ashley,Westwood,79050,Midfielder,184,Burnley,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.633421052631578,3411,32,255
172,72,28,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,br,EPL,30,0,32,53,Lucas Moura,Lucas,Rodrigues Moura da Silva,92508,Forward,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.630333333333334,1403,21,256
176,63,26,false,true,-DL-ML-,"D(L),M(L)",England,it,EPL,2,0,3,5,Emerson,Emerson,Palmieri dos Santos,101955,Defender,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.630000000000001,89,2,257
185,85,26,false,true,-DL-DMC-ML-,"D(L),DMC,M(L)",England,fr,EPL,13,0,13,29,Benjamin Mendy,Benjamin,Mendy,105962,Defender,167,Manchester City,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.6269230769230765,955,16,258
184,82,24,false,true,-DC-DL-DR-ML-MR-,"D(CLR),M(LR)",England,ng,EPL,31,0,37,59,Ola Aina,Ola,Aina,315543,Defender,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.626774193548387,2671,22,259
190,83,36,false,true,-GK-,GK,England,pl,EPL,35,0,1,1,Lukasz Fabianski,Lukasz,Fabianski,20973,Goalkeeper,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.6248571428571426,3150,0,260
183,76,25,false,true,-DC-DR-MR-,"D(CR),M(R)",England,gb-eng,EPL,35,0,45,68,Darnell Furlong,Darnell,Furlong,262401,Defender,175,West Bromwich Albion,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.6245714285714286,2932,23,261
175,69,30,false,true,-MC-ML-MR-,M(CLR),England,nl,EPL,38,0,23,47,Georginio Wijnaldum,Georginio,Wijnaldum,33568,Midfielder,26,Liverpool,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.622894736842106,2947,24,262
177,68,25,false,true,-FW-MC-MR-,"M(CR),FW",England,ar,EPL,18,0,28,47,Giovani Lo Celso,Giovani,Lo Celso,303908,Midfielder,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.617222222222222,950,19,263
173,63,29,false,true,-DL-MC-ML-MR-,"D(L),M(CLR)",England,mk,EPL,36,0,74,116,Ezgjan Alioski,Ezgjan,Alioski,137161,Midfielder,19,Leeds,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.616666666666668,2466,42,264
171,76,23,false,true,-AML-AMR-FW-,"AM(LR),FW",England,gb-wls,EPL,15,0,15,30,Daniel James,Daniel,James,302313,Midfielder,32,Manchester United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.614000000000001,914,15,265
188,86,27,false,true,-GK-,GK,England,br,EPL,36,0,3,4,Ederson,Ederson,Santana de Moraes,121774,Goalkeeper,167,Manchester City,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.613333333333334,3240,1,266
175,70,27,false,true,-DL-DR-MR-,"D(LR),M(R)",England,pt,EPL,15,0,31,53,Ricardo Pereira,Ricardo Domingos,Barbosa Pereira,120763,Defender,14,Leicester,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.613333333333332,959,22,267
168,64,27,false,true,-DC-DL-ML-,"D(CL),M(L)",England,gb-eng,EPL,11,0,14,19,Jack Robinson,Jack,Robinson,86594,Defender,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.606363636363636,875,5,268
0,0,18,false,true,,Midfielder,England,,EPL,4,0,9,13,Fabio Carvalho,Fabio,Carvalho,401385,Midfielder,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.605,255,4,269
188,83,22,false,true,-FW-MC-MR-,"M(CR),FW",England,de,EPL,27,0,18,39,Kai Havertz,Kai,Havertz,326413,Midfielder,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.6,1522,21,270
182,78,23,false,true,-DC-DMC-,"D(C),DMC",England,gb-eng,EPL,36,0,49,82,Ben White,Ben,White,322036,Defender,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.59888888888889,3195,33,271
178,72,27,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,es,EPL,25,0,32,67,Ayoze Pérez,Ayoze,Pérez,135366,Forward,14,Leicester,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.598000000000001,1333,35,272
188,89,27,false,true,-DC-,D(C),England,gb-eng,EPL,19,0,14,17,Jamaal Lascelles,Jamaal,Lascelles,105171,Defender,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.597368421052631,1628,3,273
184,85,27,false,true,-DMC-,DMC,England,ga,EPL,28,0,62,83,Mario Lemina,Mario,Lemina,123481,Midfielder,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.597142857142856,1705,21,274
197,90,23,false,true,-GK-,GK,England,es,EPL,27,0,1,1,Robert Sánchez,Robert,Sánchez,362151,Goalkeeper,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.59074074074074,2430,0,275
172,67,25,false,true,-AMC-AML-AMR-,AM(CLR),England,dz,EPL,30,0,24,44,Saïd Benrahma,Saïd,Benrahma,137021,Forward,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.590333333333334,1392,20,276
172,64,26,false,true,-MC-,M(C),England,gn,EPL,10,0,11,21,Naby Keita,Naby,Keita,243510,Midfielder,26,Liverpool,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.590000000000001,524,10,277
192,85,24,false,true,-DC-DMC-,"D(C),DMC",England,de,EPL,17,0,27,36,Robin Koch,Robin,Koch,276205,Defender,19,Leeds,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.589411764705882,1131,9,278
0,0,24,false,true,-DC-,D(C),England,gb-eng,EPL,18,0,21,27,Maximilian Kilman,Maximilian,Kilman,368310,Defender,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.587777777777778,1307,6,279
185,75,28,false,true,-DC-,D(C),England,ie,EPL,31,0,41,58,John Egan,John,Egan,108632,Defender,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.580000000000002,2630,17,280
185,75,20,false,true,-MC-,M(C),England,gb-eng,EPL,24,0,16,29,Curtis Jones,Curtis,Jones,355354,Midfielder,26,Liverpool,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.578749999999999,1178,13,281
194,85,32,false,true,-DMC-,DMC,England,rs,EPL,20,0,25,43,Nemanja Matic,Nemanja,Matic,38128,Midfielder,32,Manchester United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.578500000000001,1102,18,282
188,76,34,false,true,-DC-,D(C),England,gb-eng,EPL,15,0,6,13,Scott Dann,Scott,Dann,12124,Defender,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.576000000000001,1350,7,283
180,75,26,false,true,-DC-DL-DMC-,"D(CL),DMC",England,nl,EPL,10,0,10,11,Nathan Aké,Nathan,Aké,122945,Defender,167,Manchester City,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.574000000000001,797,1,284
180,70,23,false,true,-DC-,D(C),England,gb-wls,EPL,12,0,14,15,Joe Rodon,Joe,Rodon,302312,Defender,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.572500000000001,732,1,285
173,69,24,false,true,-AMC-FW-,"AM(C),FW",England,fr,EPL,33,0,20,40,Neal Maupay,Neal,Maupay,119822,Forward,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.571818181818183,2519,20,286
193,86,35,false,true,-DC-,D(C),England,gb-eng,EPL,20,0,13,17,Gary Cahill,Gary,Cahill,11981,Defender,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.571,1800,4,287
189,83,31,false,true,-DC-DMC-DR-,"D(CR),DMC",England,sn,EPL,36,0,58,76,Cheikhou Kouyaté,Cheikhou,Kouyaté,66741,Midfielder,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.570833333333334,3123,18,288
176,68,32,false,true,-FW-MC-ML-MR-,"M(CLR),FW",England,gb-eng,EPL,21,0,23,44,Theo Walcott,Theo,Walcott,13796,Forward,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.563809523809523,1629,21,289
186,76,26,false,true,-DL-DR-ML-,"D(LR),M(L)",England,br,EPL,3,0,10,12,Bernardo,Bernardo,Fernandes da Silva Junior,302588,Defender,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.5633333333333335,204,2,290
181,76,28,false,true,-DC-DL-ML-,"D(CL),M(L)",England,gb-wls,EPL,20,0,27,44,Ben Davies,Ben,Davies,103837,Defender,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.561,1340,17,291
197,86,29,false,true,-GK-,GK,England,sn,EPL,31,0,0,1,Édouard Mendy,Édouard,Mendy,321390,Goalkeeper,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.560645161290322,2746,1,292
179,70,20,false,true,-DL-ML-,"D(L),M(L)",England,fr,EPL,21,0,29,43,Rayan Aït-Nouri,Rayan,Aït-Nouri,355401,Defender,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.558095238095239,1406,14,293
190,83,29,false,true,-GK-,GK,England,de,EPL,35,0,1,1,Bernd Leno,Bernd,Leno,92173,Goalkeeper,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.555428571428571,3132,0,294
186,80,30,false,true,-DMC-,DMC,England,rs,EPL,31,0,65,100,Luka Milivojevic,Luka,Milivojevic,70493,Midfielder,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.554838709677418,2365,35,295
188,77,23,false,true,-GK-,GK,England,gb-eng,EPL,38,0,1,1,Aaron Ramsdale,Aaron,Ramsdale,316858,Goalkeeper,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.5523684210526305,3420,0,296
173,69,27,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,gb-eng,EPL,29,0,30,46,Nathan Redmond,Nathan,Redmond,86425,Midfielder,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.5520689655172415,1731,16,297
188,83,31,false,true,-DL-DMC-DR-MR-,"D(LR),DMC,M(R)",England,gb-eng,EPL,26,0,44,63,Joel Ward,Joel,Ward,43105,Defender,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.551538461538461,2255,19,298
186,76,26,false,true,-GK-,GK,England,is,EPL,1,0,0,0,Rúnar Alex Rúnarsson,Rúnar Alex,Rúnarsson,141841,Goalkeeper,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.55,16,0,299
189,89,34,false,true,-GK-,GK,England,dk,EPL,38,0,0,0,Kasper Schmeichel,Kasper,Schmeichel,19545,Goalkeeper,14,Leicester,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.547894736842106,3420,0,300
185,72,24,false,true,-DC-,D(C),England,gb-eng,EPL,13,0,20,30,Kean Bryan,Kean,Bryan,318890,Defender,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.546923076923078,1007,10,301
175,73,27,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,pt,EPL,36,0,23,45,Ivan Cavaleiro,Ivan,Cavaleiro,137386,Forward,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.544444444444444,2476,22,302
180,75,25,false,true,-MC-ML-MR-,M(CLR),England,ng,EPL,30,0,27,39,Alex Iwobi,Alex,Iwobi,136824,Forward,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.540333333333334,1543,12,303
170,63,33,false,true,-AMC-AML-AMR-,AM(CLR),England,es,EPL,9,0,1,8,Juan Mata,Juan,Mata,25363,Midfielder,32,Manchester United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.536666666666666,510,7,304
178,69,20,false,true,-DR-MR-,"D(R),M(R)",England,gb-eng,EPL,16,0,33,52,Jayden Bogle,Jayden,Bogle,354291,Defender,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.5325,1109,19,305
185,73,28,false,true,-DC-DMC-DR-,"D(CR),DMC",England,gb-eng,EPL,37,0,35,51,Conor Coady,Conor,Coady,97710,Defender,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.5321621621621615,3304,16,306
185,75,27,false,true,-DC-DR-,D(CR),England,gb-eng,EPL,18,0,34,55,Jack Stephens,Jack,Stephens,92550,Defender,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.52111111111111,1539,21,307
170,68,28,false,true,-FW-MC-ML-MR-,"M(CLR),FW",England,gb-eng,EPL,33,0,31,52,Bobby De Cordova-Reid,Bobby,De Cordova-Reid,134332,Forward,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.5178787878787885,2383,21,308
178,71,27,false,true,-DMC-,DMC,England,zw,EPL,13,0,22,27,Marvelous Nakamba,Marvelous,Nakamba,243249,Midfielder,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.516923076923077,751,5,309
188,98,34,false,true,-GK-,GK,England,ie,EPL,3,0,0,0,Darren Randolph,Darren,Randolph,19782,Goalkeeper,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.516666666666667,270,0,310
192,93,34,false,true,-FW-,FW,England,fr,EPL,17,0,4,10,Olivier Giroud,Olivier,Giroud,24444,Forward,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.516470588235293,747,6,311
182,80,29,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,gh,EPL,33,0,37,65,Jordan Ayew,Jordan,Ayew,67491,Forward,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.515454545454546,2098,28,312
183,84,31,false,true,-MC-,M(C),England,pl,EPL,35,0,38,85,Mateusz Klich,Mateusz,Klich,69638,Midfielder,19,Leeds,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.514285714285715,2399,47,313
170,72,29,false,true,-MC-,M(C),England,gb-sct,EPL,31,0,51,108,John Fleck,John,Fleck,30448,Midfielder,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.514193548387096,2577,57,314
176,71,29,false,true,-DL-MC-ML-MR-,"D(L),M(CLR)",England,ie,EPL,19,0,22,45,Robbie Brady,Robbie,Brady,93473,Midfielder,184,Burnley,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.512105263157893,1055,23,315
183,70,32,false,true,-DMC-,DMC,England,gb-eng,EPL,16,0,26,46,Jack Cork,Jack,Cork,22847,Midfielder,184,Burnley,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.5112499999999995,1353,20,316
182,82,33,false,true,-MC-ML-MR-,M(CLR),England,gb-sct,EPL,8,0,17,23,Robert Snodgrass,Robert,Snodgrass,9767,Midfielder,175,West Bromwich Albion,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.508750000000001,527,6,317
188,0,22,false,true,-DC-DR-,D(CR),England,ie,EPL,28,0,45,69,Dara O'Shea,Dara,O'Shea,362826,Defender,175,West Bromwich Albion,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.507857142857143,2102,24,318
189,84,34,false,true,-DC-DMC-,"D(C),DMC",England,br,EPL,20,0,12,12,David Luiz,David,Luiz Moreira Marinho,27586,Defender,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.505000000000001,1400,0,319
191,88,25,false,true,-MC-ML-MR-,M(CLR),England,gb-eng,EPL,30,0,25,41,Ruben Loftus-Cheek,Ruben,Loftus-Cheek,255777,Midfielder,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.503333333333333,1913,16,320
189,90,26,false,true,-FW-,FW,England,rs,EPL,27,0,7,13,Aleksandar Mitrovic,Aleksandar,Mitrovic,115279,Forward,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.498888888888888,1390,6,321
190,84,33,false,true,-GK-,GK,England,pt,EPL,37,0,0,1,Rui Patrício,Rui Pedro,dos Santos Patrício,23089,Goalkeeper,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.49783783783784,3330,1,322
193,79,31,false,true,-GK-,GK,England,gb-eng,EPL,30,0,1,4,Alex McCarthy,Alex,McCarthy,38577,Goalkeeper,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.492333333333334,2700,3,323
178,78,23,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,nl,EPL,21,0,15,28,Steven Bergwijn,Steven,Bergwijn,279425,Forward,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.489047619047618,1214,13,324
183,72,20,false,true,-DR-,D(R),England,gb-wls,EPL,6,0,6,10,Neco Williams,Neco,Williams,386969,Defender,26,Liverpool,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.488333333333333,249,4,325
188,76,25,false,true,-FW-MC-ML-,"M(CL),FW",England,gb-eng,EPL,15,0,18,30,Dele Alli,Dele,Alli,131519,Midfielder,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.487333333333334,619,12,326
