height,weight,age,isManOfTheMatch,isActive,playedPositions,playedPositionsShort,teamRegionName,regionCode,tournamentShortName,apps,subOn,saveSixYardBox,savePenaltyArea,saveObox,saveTotal,name,firstName,lastName,playerId,positionText,teamId,teamName,seasonId,seasonName,isOpta,tournamentId,tournamentRegionId,tournamentRegionCode,tournamentRegionName,tournamentName,rating,minsPlayed,ranking
187,76,24,false,true,-AMC-AMR-FW-,"AM(CR),FW",Spain,es,SLL,34,0,0,0,0,0,Brais Méndez,Brais,Méndez,344542,Midfielder,62,Celta Vigo,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.7497058823529406,2679,108
186,71,35,false,true,-FW-,FW,Spain,es,SLL,35,0,0,0,0,0,Álvaro Negredo,Álvaro,Negredo,23757,Forward,1354,Cadiz,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.74857142857143,2217,109
192,82,28,false,true,-GK-,GK,Spain,es,SLL,33,0,4,51,33,88,Sergio Herrera,Sergio,Herrera,381674,Goalkeeper,131,Osasuna,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.74787878787879,2957,110
170,63,33,false,true,-AMC-AML-AMR-,AM(CLR),Spain,es,SLL,37,0,0,0,0,0,David Ferreiro,David,Ferreiro,109571,Midfielder,5006,SD Huesca,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.743783783783783,2543,111
188,79,22,false,true,-DC-,D(C),Spain,uy,SLL,24,0,0,0,0,0,Ronald Araujo,Ronald,Araujo,384711,Defender,65,Barcelona,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.7425,1509,112
187,81,29,false,true,-DC-,D(C),Spain,pt,SLL,31,0,0,0,0,0,Paulo Oliveira,Paulo André,Rodrigues de Oliveira,83475,Defender,824,Eibar,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.741935483870967,2640,113
177,74,30,false,true,-AML-AMR-,AM(LR),Spain,,SLL,27,0,0,0,0,0,Alberto Perea,Alberto,Perea,93543,Forward,1354,Cadiz,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.7348148148148175,1552,114
176,69,27,false,true,-AMC-AML-AMR-,AM(CLR),Spain,es,SLL,35,0,0,0,0,0,Denis Suárez,Denis,Suárez,106525,Midfielder,62,Celta Vigo,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.734285714285715,2864,115
181,70,21,false,true,-AMC-AML-FW-,"AM(CL),FW",Spain,pt,SLL,31,0,0,0,0,0,João Félix,João Félix,Sequeira,362431,Forward,63,Atletico Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.734193548387099,1570,116
178,68,29,false,true,-DR-MC-MR-,"D(R),M(CR)",Spain,es,SLL,15,0,0,0,0,0,Sergi Roberto,Sergi,Roberto,90782,Defender,65,Barcelona,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.732,947,117
170,68,28,false,true,-AML-AMR-,AM(LR),Spain,ve,SLL,32,0,0,0,0,0,Darwin Machís,Darwin,Machís,107567,Forward,925,Granada,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.731874999999998,2035,118
181,79,31,false,true,-DL-ML-,"D(L),M(L)",Spain,es,SLL,23,0,0,0,0,0,Yuri Berchiche,Yuri,Berchiche,56057,Defender,53,Athletic Bilbao,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.731739130434784,1685,119
191,86,24,false,true,-FW-,FW,Spain,es,SLL,38,0,0,0,0,0,Rafa Mir,Rafael,Mir Vicente,300369,Forward,5006,SD Huesca,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.731578947368422,2880,120
185,73,29,false,true,-AMR-FW-,"AM(R),FW",Spain,es,SLL,16,0,0,0,0,0,Rubén Sobrino,Rubén,Sobrino,323250,Forward,1354,Cadiz,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.7281249999999995,1115,121
190,83,32,false,true,-DC-,D(C),Spain,br,SLL,31,0,0,0,0,0,Felipe,Felipe Augusto,de Almeida Monteiro,102173,Defender,63,Atletico Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.726129032258066,2053,122
176,0,20,false,true,,Midfielder,Spain,es,SLL,4,0,0,0,0,0,Antonio Blanco,Antonio,Blanco,409467,Midfielder,52,Real Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.725,218,123
0,0,22,false,true,,Defender,Spain,es,SLL,10,0,0,0,0,0,Juan Iglesias,Juan Antonio,Iglesias,408735,Defender,819,Getafe,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.725,605,124
184,78,23,false,true,-DL-ML-,"D(L),M(L)",Spain,uy,SLL,31,0,0,0,0,0,Mathías Olivera,Mathías,Olivera,347178,Defender,819,Getafe,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.720645161290323,2619,125
178,68,24,false,true,-MC-,M(C),Spain,es,SLL,31,0,0,0,0,0,Edu Expósito,Eduardo,Expósito,335696,Midfielder,824,Eibar,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.719354838709678,2461,126
172,66,26,false,true,-DL-ML-,"D(L),M(L)",Spain,es,SLL,33,0,0,0,0,0,José Gayà,José,Gayà,119817,Defender,55,Valencia,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.718787878787879,2848,127
179,69,23,false,true,-DC-DMC-DR-,"D(CR),DMC",Spain,ar,SLL,16,0,0,0,0,0,Juan Foyth,Juan,Foyth,335107,Defender,839,Villarreal,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.716874999999999,1170,128
173,68,26,false,true,-DL-ML-,"D(L),M(L)",Spain,uy,SLL,18,0,0,0,0,0,Lucas Olaza,Lucas,Olaza,146763,Defender,62,Celta Vigo,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.715,1618,129
185,73,30,false,true,-GK-,GK,Spain,es,SLL,28,0,7,51,32,90,Jaume Doménech,Jaume,Doménech,136810,Goalkeeper,55,Valencia,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.714642857142857,2520,130
180,75,25,false,true,-DC-DL-,D(CL),Spain,es,SLL,31,0,0,0,0,0,Rubén Duarte,Rubén,Duarte,261286,Defender,60,Deportivo Alaves,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.710000000000003,2551,131
192,78,30,false,true,-GK-,GK,Spain,ma,SLL,33,0,5,40,35,80,Yassine Bounou,Yassine,Bounou,136220,Goalkeeper,67,Sevilla,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.709696969696969,2970,132
173,68,23,false,true,-DL-ML-,"D(L),M(L)",Spain,br,SLL,23,0,0,0,0,0,Renan Lodi,Renan Augusto,Lodi dos Santos,326646,Defender,63,Atletico Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.709565217391304,1126,133
172,71,29,false,true,-DL-,D(L),Spain,uy,SLL,32,0,0,0,0,0,Alfonso Espino,Alfonso,Espino,143655,Defender,1354,Cadiz,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.7090625,2609,134
174,75,33,false,true,-DL-ML-,"D(L),M(L)",Spain,br,SLL,16,0,0,0,0,0,Marcelo,Marcelo Vieira,Da Silva Junior,20241,Defender,52,Real Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.7075000000000005,1052,135
174,73,24,false,true,-DR-,D(R),Spain,es,SLL,32,0,0,0,0,0,Andoni Gorosabel,Andoni,Gorosabel,345908,Defender,68,Real Sociedad,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.706250000000001,2391,136
176,69,22,false,true,-DR-,D(R),Spain,,SLL,29,0,0,0,0,0,Thierry Correia,Thierry Rendall,Correia,367180,Defender,55,Valencia,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.701379310344827,2140,137
190,80,33,false,true,-MC-,M(C),Spain,es,SLL,13,0,0,0,0,0,Vicente Iborra,Vicente,Iborra,34052,Midfielder,839,Villarreal,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.69923076923077,928,138
172,66,22,false,true,-DL-ML-,"D(L),M(L)",Spain,es,SLL,37,0,0,0,0,0,Marc Cucurella,Marc,Cucurella,363496,Midfielder,819,Getafe,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.695405405405404,3250,139
170,75,23,false,true,-AML-AMR-,AM(LR),Spain,es,SLL,20,0,0,0,0,0,Javier Ontiveros,Javier,Ontiveros,300365,Midfielder,5006,SD Huesca,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.6935,915,140
180,68,19,false,true,,Defender,Spain,,SLL,6,0,0,0,0,0,Miguel Gutiérrez,Miguel,Gutiérrez,395788,Defender,52,Real Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.691666666666666,314,141
185,79,28,false,true,-DC-,D(C),Spain,br,SLL,33,0,0,0,0,0,Diego Carlos,Diego Carlos,Santos Silva,134984,Defender,67,Sevilla,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.688787878787879,2791,142
173,72,24,false,true,-MR-,M(R),Spain,es,SLL,37,0,0,0,0,0,Jorge de Frutos,Jorge,de Frutos,386230,Midfielder,832,Levante,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.685945945945947,2187,143
180,70,33,false,true,-DR-FW-MC-ML-MR-,"D(R),M(CLR),FW",Spain,es,SLL,38,0,0,0,0,0,José Luis Morales,José Luis,Morales,135321,Midfielder,832,Levante,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.683684210526316,2455,144
187,80,24,false,true,-DC-,D(C),Spain,fr,SLL,33,0,0,0,0,0,Robin Le Normand,Robin,Le Normand,367008,Defender,68,Real Sociedad,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.682727272727273,2748,145
179,75,31,false,true,-MC-,M(C),Spain,es,SLL,6,0,0,0,0,0,Asier Illarramendi,Asier,Illarramendi,87094,Midfielder,68,Real Sociedad,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.6816666666666675,343,146
185,71,25,false,true,-GK-,GK,Spain,es,SLL,5,0,2,9,5,16,Aarón Escandell,Aarón,Escandell,141073,Goalkeeper,925,Granada,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.68,450,147
193,81,23,false,true,-DMC-,DMC,Spain,rs,SLL,31,0,0,0,0,0,Uros Racic,Uros,Racic,346183,Midfielder,55,Valencia,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.679677419354839,2191,148
189,80,32,false,true,-DC-MC-ML-,"D(C),M(CL)",Spain,fr,SLL,16,0,0,0,0,0,Etienne Capoue,Etienne,Capoue,33590,Midfielder,839,Villarreal,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.67875,1195,149
182,76,25,false,true,-AMC-AML-AMR-,AM(CLR),Spain,es,SLL,35,0,0,0,0,0,Marco Asensio,Marco,Asensio,137467,Forward,52,Real Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.673714285714286,1876,150
184,78,29,false,true,-DC-DL-DR-,D(CLR),Spain,dz,SLL,28,0,0,0,0,0,Aïssa Mandi,Aïssa,Mandi,90115,Defender,54,Real Betis,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.67142857142857,2394,151
180,69,33,false,true,-DMC-,DMC,Spain,es,SLL,22,0,0,0,0,0,José Mari,José María,Martín-Bejarano Serrano,118481,Midfielder,1354,Cadiz,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.668636363636364,1462,152
187,72,29,false,true,-DC-,D(C),Spain,tg,SLL,34,0,0,0,0,0,Djené Dakonam,Djené,Dakonam,332990,Defender,819,Getafe,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.6679411764705865,2945,153
179,81,25,false,true,-AML-FW-,"AM(L),FW",Spain,ar,SLL,34,0,0,0,0,0,Lucas Boyé,Lucas,Boyé,303800,Forward,833,Elche,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.664705882352941,2713,154
179,72,35,false,true,-DC-DL-ML-,"D(CL),M(L)",Spain,es,SLL,26,0,0,0,0,0,Nacho Monreal,Ignacio,Monreal,23072,Defender,68,Real Sociedad,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.663846153846153,2082,155
175,74,30,false,true,-FW-MC-ML-MR-,"M(CLR),FW",Spain,be,SLL,14,0,0,0,0,0,Eden Hazard,Eden,Hazard,33404,Forward,52,Real Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.661428571428572,533,156
178,75,29,false,true,-MC-ML-MR-,M(CLR),Spain,es,SLL,35,0,0,0,0,0,Manu Trigueros,Manuel,Trigueros Muñoz,102234,Midfielder,839,Villarreal,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.660857142857144,2540,157
191,86,23,false,true,,Defender,Spain,,SLL,2,0,0,0,0,0,Miguel Ángel Rubio,Miguel Ángel,Rubio,357118,Defender,58,Real Valladolid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.66,135,158
180,74,32,false,true,-DC-DL-ML-,"D(CL),M(L)",Spain,es,SLL,8,0,0,0,0,0,Raúl García,Raúl,García,83784,Defender,58,Real Valladolid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.66,502,159
170,65,29,false,true,-DR-ML-MR-,"D(R),M(LR)",Spain,es,SLL,19,0,0,0,0,0,Rubén Peña,Rubén,Peña,118479,Midfielder,839,Villarreal,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.657368421052631,1113,160
191,87,30,false,true,-FW-,FW,Spain,ar,SLL,21,0,0,0,0,0,Guido Carrillo,Guido,Carrillo,125379,Forward,833,Elche,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.656666666666666,1001,161
186,78,27,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",Spain,es,SLL,38,0,0,0,0,0,Iñaki Williams,Iñaki,Williams,255182,Forward,53,Athletic Bilbao,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.654473684210526,2393,162
183,77,27,false,true,-AMC-FW-,"AM(C),FW",Spain,es,SLL,29,0,0,0,0,0,Gonzalo Melero,Gonzalo,Melero,261698,Midfielder,832,Levante,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.652068965517241,1857,163
178,76,34,false,true,-DC-DL-DR-,D(CLR),Spain,es,SLL,34,0,0,0,0,0,Anaitz Arbilla,Anaitz,Arbilla,91438,Defender,824,Eibar,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.648823529411764,2803,164
180,70,29,false,true,-GK-,GK,Spain,es,SLL,30,0,5,56,34,95,Edgar Badia,Edgar,Badia,109930,Goalkeeper,833,Elche,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.647333333333333,2700,165
182,77,25,false,true,-DL-ML-MR-,"D(L),M(LR)",Spain,br,SLL,28,0,0,0,0,0,Kenedy,Robert Kenedy,Nunes do Nascimento,132838,Forward,925,Granada,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.646071428571429,1479,166
179,75,39,false,true,-FW-MC-ML-MR-,"M(CLR),FW",Spain,es,SLL,27,0,0,0,0,0,Joaquín,Joaquín,Sánchez Rodríguez,3283,Midfielder,54,Real Betis,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.645185185185186,1298,167
184,73,25,false,true,-DL-ML-,"D(L),M(L)",Spain,es,SLL,29,0,0,0,0,0,Alfonso Pedraza,Alfonso,Pedraza,276489,Midfielder,839,Villarreal,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.64448275862069,2102,168
185,80,29,false,true,-DC-DR-,D(CR),Spain,es,SLL,9,0,0,0,0,0,Sergi Gómez,Sergi,Gómez,90778,Defender,67,Sevilla,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.642222222222221,723,169
185,75,23,false,true,-GK-,GK,Spain,es,SLL,22,0,5,32,27,64,Álvaro Fernández,Álvaro,Fernández,328315,Goalkeeper,5006,SD Huesca,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.641363636363636,1980,170
175,75,29,false,true,-DR-MR-,"D(R),M(R)",Spain,es,SLL,28,0,0,0,0,0,Ander Capa,Ander,Capa,130377,Defender,53,Athletic Bilbao,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.641071428571427,2141,171
174,64,20,false,true,-AMC-AML-AMR-,AM(CLR),Spain,br,SLL,22,0,0,0,0,0,Rodrygo,Rodrygo,Silva de Goes,347862,Forward,52,Real Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.640454545454546,979,172
184,0,21,false,true,,Defender,Spain,,SLL,2,0,0,0,0,0,Victor Chust,Victor,Chust,402862,Defender,52,Real Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.640000000000001,94,173
173,68,26,false,true,-DL-ML-,"D(L),M(L)",Spain,uy,SLL,14,0,0,0,0,0,Lucas Olaza,Lucas,Olaza,146763,Defender,58,Real Valladolid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.63857142857143,1260,174
184,70,30,false,true,-DC-DMC-DR-,"D(CR),DMC",Spain,es,SLL,19,0,0,0,0,0,Marc Bartra,Marc,Bartra,83686,Defender,54,Real Betis,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.638421052631579,1695,175
181,72,27,false,true,-FW-,FW,Spain,ar,SLL,25,0,0,0,0,0,Jonathan Calleri,Jonathan,Calleri,133445,Forward,131,Osasuna,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.637599999999997,1559,176
182,72,29,false,true,-DL-ML-,"D(L),M(L)",Spain,es,SLL,35,0,0,0,0,0,Carlos Clerc,Carlos,Clerc,106595,Defender,832,Levante,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.636857142857142,2777,177
182,76,30,false,true,-MC-ML-MR-,M(CLR),Spain,es,SLL,25,0,0,0,0,0,Rubén Rochina,Rubén,Rochina,91273,Midfielder,832,Levante,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.636400000000001,1407,178
190,84,31,false,true,-GK-,GK,Spain,br,SLL,7,0,1,12,5,18,Neto,Norberto,Murara Neto,76202,Goalkeeper,65,Barcelona,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.635714285714286,630,179
180,82,32,false,true,-AMC-AMR-FW-,"AM(CR),FW",Spain,es,SLL,28,0,0,0,0,0,Lucas Pérez,Lucas,Pérez,135663,Forward,60,Deportivo Alaves,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.634285714285715,1769,180
175,62,20,false,true,-DR-MR-,"D(R),M(R)",Spain,us,SLL,30,0,0,0,0,0,Sergiño Dest,Sergiño,Dest,379205,Defender,65,Barcelona,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.633333333333334,1919,181
179,70,28,false,true,-DL-DR-,D(LR),Spain,gq,SLL,13,0,0,0,0,0,Carlos Akapo,Carlos,Akapo,139639,Defender,1354,Cadiz,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.632307692307692,867,182
185,79,21,false,true,-DL-,D(L),Spain,es,SLL,22,0,0,0,0,0,Juan Miranda,Juan,Miranda,361993,Defender,54,Real Betis,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.631818181818182,1653,183
183,0,18,false,true,,Midfielder,Spain,,SLL,14,0,0,0,0,0,Ilaix Moriba,Moriba,Kourouma Kourouma,409030,Midfielder,65,Barcelona,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.630714285714286,538,184
185,80,32,false,true,-DC-,D(C),Spain,es,SLL,33,0,0,0,0,0,Gonzalo Verdú,Gonzalo,Verdú,101130,Defender,833,Elche,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.62939393939394,2945,185
187,85,29,false,true,-GK-,GK,Spain,de,SLL,31,0,5,39,32,76,Marc-André ter Stegen,Marc-André,ter Stegen,80774,Goalkeeper,65,Barcelona,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.629354838709678,2790,186
184,95,32,false,true,-DC-,D(C),Spain,es,SLL,27,0,0,0,0,0,Víctor Ruiz,Víctor,Ruiz,79558,Defender,54,Real Betis,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.627407407407407,2158,187
176,66,25,false,true,-DR-,D(R),Spain,es,SLL,13,0,0,0,0,0,Álvaro Odriozola,Álvaro,Odriozola,317354,Defender,52,Real Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.626153846153845,830,188
186,79,30,false,true,-DC-DMC-,"D(C),DMC",Spain,ar,SLL,10,0,0,0,0,0,Ramiro Funes Mori,Ramiro,Funes Mori,121454,Defender,839,Villarreal,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.625,726,189
176,73,20,false,true,-AML-,AM(L),Spain,br,SLL,35,0,0,0,0,0,Vinícius Júnior,Vinicius José,Paixão de Oliveira Júnior,337782,Forward,52,Real Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.622,1975,190
172,74,32,false,true,-DMC-,DMC,Spain,es,SLL,25,0,0,0,0,0,Roque Mesa,Roque,Mesa,108176,Midfielder,58,Real Valladolid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.621599999999998,1772,191
180,74,22,false,true,-DMC-,DMC,Spain,es,SLL,31,0,0,0,0,0,Martín Zubimendi,Martín,Zubimendi,372424,Midfielder,68,Real Sociedad,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.620645161290321,1873,192
180,70,25,false,true,-FW-,FW,Spain,py,SLL,16,0,0,0,0,0,Antonio Sanabria,Antonio,Sanabria,135057,Forward,54,Real Betis,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.617499999999998,936,193
177,70,31,false,true,-DR-ML-MR-,"D(R),M(LR)",Spain,es,SLL,12,0,0,0,0,0,Aleix Vidal,Aleix,Vidal,82630,Defender,67,Sevilla,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.614166666666666,590,194
180,72,30,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",Spain,es,SLL,36,0,0,0,0,0,Óscar Plano,Óscar,Plano,141533,Forward,58,Real Valladolid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.61388888888889,2530,195
173,68,20,false,true,-AMC-FW-,"AM(C),FW",Spain,kr,SLL,24,0,0,0,0,0,Lee Kang-In,Kang-In,Lee,367780,Midfielder,55,Valencia,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.613333333333333,1267,196
189,78,26,false,true,-DMC-,DMC,Spain,rs,SLL,35,0,0,0,0,0,Nemanja Maksimovic,Nemanja,Maksimovic,296367,Midfielder,819,Getafe,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.607714285714286,2745,197
176,71,27,false,true,-MC-ML-MR-,M(CLR),Spain,es,SLL,35,0,0,0,0,0,Moi Gómez,Moisés,Gómez Bardonado,101238,Midfielder,839,Villarreal,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.603999999999999,2573,198
182,72,28,false,true,-AMC-AML-,AM(CL),Spain,es,SLL,25,0,0,0,0,0,Álex Fernández,Alejandro,Fernández Iglesias,95551,Midfielder,1354,Cadiz,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.6036,1950,199
180,75,26,false,true,-DR-,D(R),Spain,es,SLL,34,0,0,0,0,0,Nacho Vidal,Ignacio,Vidal Miralles,335790,Defender,131,Osasuna,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.60235294117647,2343,200
190,72,25,false,true,-DC-DMC-,"D(C),DMC",Spain,es,SLL,25,0,0,0,0,0,Joaquín Fernández,Joaquín,Fernández,365371,Midfielder,58,Real Valladolid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.601600000000002,2076,201
181,76,29,false,true,-DL-DR-MR-,"D(LR),M(R)",Spain,hr,SLL,9,0,0,0,0,0,Sime Vrsaljko,Sime,Vrsaljko,77059,Defender,63,Atletico Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.601111111111111,521,202
180,76,24,false,true,-AMC-AMR-,AM(CR),Spain,es,SLL,30,0,0,0,0,0,Tete Morente,José Antonio,Morente Oliva,402087,Midfielder,833,Elche,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.5969999999999995,2027,203
176,73,22,false,true,-AML-AMR-FW-,"AM(LR),FW",Spain,,SLL,23,0,0,0,0,0,Cucho Hernández,Juan Camilo,Hernández Suárez,362501,Forward,819,Getafe,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.59695652173913,1475,204
181,83,25,false,true,-DR-MR-,"D(R),M(R)",Spain,ch,SLL,19,0,0,0,0,0,Saidy Janko,Saidy,Janko,261441,Defender,58,Real Valladolid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.596842105263159,1224,205
182,78,29,false,true,-DC-,D(C),Spain,co,SLL,31,0,0,0,0,0,Jeison Murillo,Jeison,Murillo,109565,Defender,62,Celta Vigo,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.59483870967742,2700,206
184,78,33,false,true,-MC-,M(C),Spain,hr,SLL,37,0,0,0,0,0,Ivan Rakitic,Ivan,Rakitic,22732,Midfielder,67,Sevilla,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.594324324324325,2243,207
179,74,30,false,true,-FW-,FW,Spain,es,SLL,33,0,0,0,0,0,Roger Martí,Roger,Martí,109811,Forward,832,Levante,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.590909090909091,2209,208
184,83,34,false,true,-FW-MC-ML-MR-,"M(CLR),FW",Spain,es,SLL,34,0,0,0,0,0,Raúl García,Raúl,García,11386,Midfielder,53,Athletic Bilbao,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.589411764705884,1744,209
185,80,31,false,true,-MC-,M(C),Spain,mx,SLL,16,0,0,0,0,0,Héctor Herrera,Héctor,Herrera,103476,Midfielder,63,Atletico Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.58875,681,210
182,76,30,false,true,-DC-,D(C),Spain,es,SLL,28,0,0,0,0,0,Íñigo Martínez,Íñigo,Martínez,106885,Defender,53,Athletic Bilbao,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.586785714285717,2520,211
186,81,26,false,true,-DC-,D(C),Spain,fr,SLL,33,0,0,0,0,0,Clément Lenglet,Clément,Lenglet,236511,Defender,65,Barcelona,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.586363636363635,2478,212
187,86,28,false,true,-FW-,FW,Spain,es,SLL,28,0,0,0,0,0,Borja Iglesias,Borja,Iglesias,259042,Forward,54,Real Betis,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.584642857142859,1414,213
176,75,31,false,true,-DC-DL-DR-,D(CLR),Spain,es,SLL,31,0,0,0,0,0,Ximo Navarro,Joaquín,Navarro Jiménez,100881,Defender,60,Deportivo Alaves,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.583225806451613,2381,214
178,62,21,false,true,-DC-,D(C),Spain,,SLL,25,0,0,0,0,0,Hugo Guillamón,Hugo,Guillamón,392686,Defender,55,Valencia,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.5828,1991,215
178,68,24,false,true,-DL-ML-,"D(L),M(L)",Spain,es,SLL,19,0,0,0,0,0,Aarón Martín,Aarón,Martín,323546,Defender,62,Celta Vigo,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.582631578947369,1540,216
189,93,29,false,true,-FW-,FW,Spain,br,SLL,13,0,0,0,0,0,Willian José,Willian José,Da Silva,77636,Forward,68,Real Sociedad,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.582307692307693,689,217
190,80,29,false,true,-DC-,D(C),Spain,ar,SLL,14,0,0,0,0,0,Esteban Burgos,Esteban,Burgos,239815,Defender,824,Eibar,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.581428571428572,1116,218
181,77,31,false,true,-FW-,FW,Spain,es,SLL,27,0,0,0,0,0,Sergi Enrich,Sergi,Enrich,83358,Forward,824,Eibar,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.58,1402,219
186,80,24,false,true,-GK-,GK,Spain,,SLL,8,0,2,19,7,28,Daniel Cárdenas,Daniel,Cárdenas,386261,Goalkeeper,832,Levante,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.57875,720,220
