height,weight,age,isManOfTheMatch,isActive,playedPositions,playedPositionsShort,teamRegionName,regionCode,tournamentShortName,apps,subOn,tackleWonTotal,tackleTotalAttempted,name,firstName,lastName,playerId,positionText,teamId,teamName,seasonId,seasonName,isOpta,tournamentId,tournamentRegionId,tournamentRegionCode,tournamentRegionName,tournamentName,rating,minsPlayed,challengeLost,ranking
186,75,27,false,true,-DC-DMC-,"D(C),DMC",Spain,es,SLL,1,0,1,2,Diego Llorente,Diego,Llorente,123232,Defender,68,Real Sociedad,8321,2020/2021,true,4,206,es,Spain,LaLiga,7.18,90,1,15
176,73,30,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",Spain,fr,SLL,36,0,37,65,Antoine Griezmann,Antoine,Griezmann,80241,Forward,65,Barcelona,8321,2020/2021,true,4,206,es,Spain,LaLiga,7.165833333333333,2621,28,16
172,70,26,false,true,-DL-ML-,"D(L),M(L)",Spain,es,SLL,37,0,88,114,Javi Galán,Javier,Galán Gil,369497,Defender,5006,SD Huesca,8321,2020/2021,true,4,206,es,Spain,LaLiga,7.162432432432432,3068,26,17
185,73,27,false,true,-FW-MC-ML-MR-,"M(CLR),FW",Spain,be,SLL,30,0,27,46,Yannick Carrasco,Yannick,Carrasco,115472,Midfielder,63,Atletico Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,7.1613333333333316,2189,19,18
182,86,34,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",Spain,uy,SLL,32,0,11,20,Luis Suárez,Luis,Suárez,22221,Forward,63,Atletico Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,7.155937499999999,2521,9,19
172,66,35,false,true,-MC-,M(C),Spain,hr,SLL,35,0,37,60,Luka Modric,Luka,Modric,20874,Midfielder,52,Real Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,7.154000000000001,2744,23,20
180,74,24,false,true,-DC-DMC-,"D(C),DMC",Spain,nl,SLL,37,0,44,64,Frenkie de Jong,Frenkie,de Jong,279423,Midfielder,65,Barcelona,8321,2020/2021,true,4,206,es,Spain,LaLiga,7.125675675675675,3159,20,21
173,72,27,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",Spain,fr,SLL,33,0,45,81,Nabil Fekir,Nabil,Fekir,134893,Forward,54,Real Betis,8321,2020/2021,true,4,206,es,Spain,LaLiga,7.120000000000002,2637,36,22
179,70,28,false,true,-MC-ML-MR-,M(CLR),Spain,es,SLL,9,0,14,23,José Campaña,José,Campaña,91214,Midfielder,832,Levante,8321,2020/2021,true,4,206,es,Spain,LaLiga,7.115555555555555,747,9,23
182,74,32,false,true,-MC-,M(C),Spain,es,SLL,36,0,65,113,Daniel Parejo,Daniel,Parejo,28186,Midfielder,839,Villarreal,8321,2020/2021,true,4,206,es,Spain,LaLiga,7.104444444444443,3120,48,24
185,77,28,false,true,-DR-MC-MR-,"D(R),M(CR)",Spain,gh,SLL,3,0,7,10,Thomas Partey,Thomas,Partey,238940,Midfielder,63,Atletico Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,7.090000000000001,199,3,25
0,0,19,false,true,,Forward,Spain,es,SLL,1,0,2,3,Jony Álamo,Jonatan,Carmona Álamo,402091,Forward,833,Elche,8321,2020/2021,true,4,206,es,Spain,LaLiga,7.09,74,1,26
180,76,24,false,true,-MC-ML-MR-,M(CLR),Spain,es,SLL,32,0,41,74,Carlos Soler,Carlos,Soler,313542,Midfielder,55,Valencia,8321,2020/2021,true,4,206,es,Spain,LaLiga,7.052499999999998,2737,33,27
181,78,24,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",Spain,es,SLL,33,0,30,51,Mikel Oyarzabal,Mikel,Oyarzabal,298839,Forward,68,Real Sociedad,8321,2020/2021,true,4,206,es,Spain,LaLiga,7.051212121212122,2432,21,28
190,70,21,false,true,-FW-,FW,Spain,se,SLL,34,0,9,14,Alexander Isak,Alexander,Isak,299254,Forward,68,Real Sociedad,8321,2020/2021,true,4,206,es,Spain,LaLiga,7.025,2361,5,29
180,71,28,false,true,-DR-,D(R),Spain,es,SLL,15,0,16,20,Rober Correa,Roberto Antonio,Correa Silva,113354,Defender,824,Eibar,8321,2020/2021,true,4,206,es,Spain,LaLiga,7.014,1140,4,30
178,67,24,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",Spain,fr,SLL,30,0,14,25,Ousmane Dembélé,Ousmane,Dembélé,299513,Forward,65,Barcelona,8321,2020/2021,true,4,206,es,Spain,LaLiga,7.012999999999999,1781,11,31
178,70,22,false,true,-DC-,D(C),Spain,fr,SLL,34,0,27,41,Jules Koundé,Jules,Koundé,301019,Defender,67,Sevilla,8321,2020/2021,true,4,206,es,Spain,LaLiga,7.005000000000001,2976,14,32
183,76,33,false,true,-DMC-,DMC,Spain,br,SLL,31,0,54,74,Fernando,Fernando Francisco,Reges,31958,Midfielder,67,Sevilla,8321,2020/2021,true,4,206,es,Spain,LaLiga,7.002258064516129,2547,20,33
170,68,32,false,true,-DL-ML-,"D(L),M(L)",Spain,es,SLL,35,0,45,73,Jordi Alba,Jordi,Alba,44288,Defender,65,Barcelona,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.999142857142855,3030,28,34
173,67,35,false,true,-MC-ML-MR-,M(CLR),Spain,es,SLL,21,0,19,32,David Silva,David,Silva,14102,Midfielder,68,Real Sociedad,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.992380952380951,1408,13,35
181,79,22,false,true,-DR-MR-,"D(R),M(R)",Spain,br,SLL,34,0,91,125,Emerson,Emerson Aparecido,Leite de Souza Junior,328512,Defender,54,Real Betis,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.985588235294115,2993,34,36
175,60,20,false,true,-AML-AMR-,AM(LR),Spain,es,SLL,28,0,28,45,Bryan Gil,Bryan,Gil,368519,Forward,824,Eibar,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.964642857142858,2273,17,37
179,70,20,false,true,-DL-,D(L),Spain,,SLL,1,0,0,1,Manu Sánchez,Manuel,Sánchez,374813,Defender,63,Atletico Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.96,50,1,38
0,0,20,false,true,,Midfielder,Spain,,SLL,1,0,1,1,Sergio Barcia,Sergio,Barcia,405801,Midfielder,925,Granada,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.96,90,0,39
184,82,35,false,true,-DC-DR-,D(CR),Spain,es,SLL,15,0,15,19,Sergio Ramos,Sergio,Ramos,9909,Defender,52,Real Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.957333333333334,1277,4,40
176,65,30,false,true,-MC-ML-MR-,M(CLR),Spain,es,SLL,31,0,16,34,Sergio Canales,Sergio,Canales,44189,Midfielder,54,Real Betis,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.952580645161289,2502,18,41
185,78,27,false,true,-DMC-,DMC,Spain,ar,SLL,35,0,98,143,Guido Rodríguez,Guido,Rodríguez,303876,Midfielder,54,Real Betis,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.950857142857145,2873,45,42
186,79,31,false,true,-FW-,FW,Spain,es,SLL,37,0,24,40,Kike García,Enrique,García Martínez,79840,Forward,824,Eibar,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.950810810810813,3105,16,43
171,70,26,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",Spain,ar,SLL,38,0,38,68,Ángel Correa,Ángel,Correa,127604,Forward,63,Atletico Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.939473684210526,2412,30,44
173,73,29,false,true,-DR-,D(R),Spain,es,SLL,13,0,27,36,Daniel Carvajal,Daniel,Carvajal,106883,Defender,52,Real Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.931538461538461,952,9,45
187,84,26,false,true,-FW-MC-ML-MR-,"M(CLR),FW",Spain,ar,SLL,34,0,36,60,Lucas Ocampos,Lucas,Ocampos,115587,Midfielder,67,Sevilla,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.926764705882355,2648,24,46
187,81,30,false,true,-DC-,D(C),Spain,me,SLL,33,0,40,53,Stefan Savic,Stefan,Savic,77564,Defender,63,Atletico Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.912424242424244,2954,13,47
176,77,29,false,true,-MC-ML-MR-,M(CLR),Spain,es,SLL,37,0,64,134,Koke,Jorge,Resurrección,80764,Midfielder,63,Atletico Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.9021621621621625,3026,70,48
186,91,24,false,true,-FW-,FW,Spain,uy,SLL,31,0,11,22,Maximiliano Gómez,Maximiliano,Gómez,344119,Forward,55,Valencia,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.901612903225807,2699,11,49
177,70,27,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",Spain,es,SLL,34,0,20,51,Suso,Jesús,Fernández Saez,105591,Midfielder,67,Sevilla,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.885,2234,31,50
172,60,35,false,true,-DR-MR-,"D(R),M(R)",Spain,es,SLL,34,0,27,34,Jesús Navas,Jesús,Navas,9446,Defender,67,Sevilla,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.881176470588237,2836,7,51
189,76,32,false,true,-DMC-,DMC,Spain,es,SLL,36,0,63,112,Sergio Busquets,Sergio,Busquets,44721,Midfielder,65,Barcelona,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.877499999999999,2530,49,52
185,78,25,false,true,-DC-DMC-,"D(C),DMC",Spain,pe,SLL,32,0,93,144,Renato Tapia,Renato,Tapia,136987,Midfielder,62,Celta Vigo,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.8759375,2710,51,53
189,73,24,false,true,-FW-,FW,Spain,ma,SLL,38,0,17,34,Youssef En-Nesyri,Youssef,En-Nesyri,323547,Forward,67,Sevilla,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.873947368421055,2314,17,54
188,87,28,false,true,-GK-,GK,Spain,si,SLL,38,0,0,0,Jan Oblak,Jan,Oblak,76662,Goalkeeper,63,Atletico Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.869736842105262,3420,0,55
181,77,25,false,true,-AML-AMR-FW-,"AM(LR),FW",Spain,es,SLL,34,0,31,62,Santi Mina,Santiago,Mina Lorenzo,125838,Forward,62,Celta Vigo,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.867647058823528,2423,31,56
186,79,23,false,true,-DC-DR-,D(CR),Spain,br,SLL,14,0,20,26,Eder Militão,Éder Gabriel,Militão,337879,Defender,52,Real Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.862857142857143,1134,6,57
180,74,31,false,true,-MC-ML-MR-,M(CLR),Spain,es,SLL,30,0,46,85,Fidel,Fidel,Chaves de la Torre,86809,Midfielder,833,Elche,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.862333333333333,2404,39,58
175,74,25,false,true,-DMC-,DMC,Spain,uy,SLL,34,0,64,121,Mauro Arambarri,Mauro,Arambarri,303016,Midfielder,819,Getafe,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.857941176470589,2990,57,59
191,81,28,false,true,-DC-,D(C),Spain,fr,SLL,31,0,22,31,Raphael Varane,Raphael,Varane,93206,Defender,52,Real Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.848064516129034,2717,9,60
185,83,32,false,true,-GK-,GK,Spain,nl,SLL,10,0,0,0,Jasper Cillessen,Jasper,Cillessen,90811,Goalkeeper,55,Valencia,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.843999999999999,900,0,61
172,69,29,false,true,-DL-MC-ML-,"D(L),M(CL)",Spain,ar,SLL,30,0,62,80,Marcos Acuña,Marcos,Acuña,303729,Defender,67,Sevilla,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.842666666666667,2331,18,62
180,73,26,false,true,-DL-ML-,"D(L),M(L)",Spain,fr,SLL,26,0,26,38,Ferland Mendy,Ferland,Mendy,296337,Defender,52,Real Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.8415384615384625,2207,12,63
185,72,27,false,true,-DC-,D(C),Spain,es,SLL,35,0,26,37,David García,David,García,240874,Defender,131,Osasuna,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.840285714285716,3150,11,64
190,83,29,false,true,-DC-,D(C),Spain,ma,SLL,19,0,21,24,Jawad El Yamiq,Jawad,El Yamiq,328643,Defender,58,Real Valladolid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.834210526315789,1377,3,65
179,68,24,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",Spain,pt,SLL,31,0,18,53,Gonçalo Guedes,Gonçalo Manuel,Ganchinho Guedes,247995,Midfielder,55,Valencia,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.832903225806453,2301,35,66
171,63,25,false,true,-AMC-AML-AMR-,AM(CLR),Spain,fr,SLL,27,0,30,43,Thomas Lemar,Thomas,Lemar,132962,Midfielder,63,Atletico Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.832222222222222,1376,13,67
182,78,26,false,true,-DC-,D(C),Spain,es,SLL,23,0,19,31,Yeray Álvarez,Yeray,Álvarez,279839,Defender,53,Athletic Bilbao,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.82913043478261,1949,12,68
175,73,25,false,true,-DL-DR-FW-MC-ML-MR-,"D(LR),M(CLR),FW",Spain,es,SLL,35,0,47,89,Alex Berenguer,Alejandro,Berenguer Remiro,238899,Forward,53,Athletic Bilbao,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.8279999999999985,2289,42,69
175,65,34,false,true,-AMC-AML-,AM(CL),Spain,es,SLL,36,0,70,130,Nolito,Manuel,Agudo Durán,91267,Forward,62,Celta Vigo,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.827777777777778,2628,60,70
186,76,26,false,true,-AMC-AML-AMR-,AM(CLR),Spain,be,SLL,27,0,9,14,Adnan Januzaj,Adnan,Januzaj,130334,Midfielder,68,Real Sociedad,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.8277777777777775,1011,5,71
170,65,28,false,true,-AMC-AML-AMR-,AM(CLR),Spain,es,SLL,28,0,20,38,Iker Muniain,Iker,Muniain,77922,Forward,53,Athletic Bilbao,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.822499999999999,1955,18,72
0,0,20,false,true,,Defender,Spain,,SLL,4,0,5,8,Carlos Domínguez,Carlos,Domínguez,415344,Defender,62,Celta Vigo,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.82,360,3,73
184,74,26,false,true,-MC-,M(C),Spain,es,SLL,35,0,52,111,Joan Jordán,Joan,Jordán,238941,Midfielder,67,Sevilla,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.819714285714285,2424,59,74
176,65,31,false,true,-DL-ML-,"D(L),M(L)",Spain,es,SLL,9,0,12,18,Sergio Escudero,Sergio,Escudero,89856,Defender,67,Sevilla,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.818888888888889,567,6,75
185,72,30,false,true,-DC-DR-,D(CR),Spain,br,SLL,31,0,17,28,Gabriel Paulista,Gabriel Armando,de Abreu,76810,Defender,55,Valencia,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.8187096774193545,2717,11,76
189,89,30,false,true,-DC-,D(C),Spain,fr,SLL,34,0,43,57,Florian Lejeune,Florian,Lejeune,80758,Defender,60,Deportivo Alaves,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.817352941176472,3016,14,77
186,77,32,false,true,-DC-,D(C),Spain,es,SLL,24,0,20,25,Aridane Hernández,Aridane,Hernández,93492,Defender,131,Osasuna,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.81125,2028,5,78
181,74,32,false,true,-DL-DR-MC-ML-MR-,"D(LR),M(CLR)",Spain,dk,SLL,35,0,52,85,Daniel Wass,Daniel,Wass,27254,Midfielder,55,Valencia,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.807428571428571,2991,33,79
175,67,26,false,true,-DMC-,DMC,Spain,es,SLL,16,0,22,44,Luis Milla,Luis,Milla,279320,Midfielder,925,Granada,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.8050000000000015,1259,22,80
184,75,26,false,true,-DC-DL-,D(CL),Spain,es,SLL,31,0,55,79,Mario Hermoso,Mario,Hermoso,344156,Defender,63,Atletico Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.798064516129033,2584,24,81
180,71,27,false,true,-DC-DR-,D(CR),Spain,es,SLL,23,0,30,34,Aritz Elustondo,Aritz,Elustondo,256864,Defender,68,Real Sociedad,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.797391304347825,1887,4,82
194,85,34,false,true,-DC-,D(C),Spain,es,SLL,19,0,16,19,Gerard Piqué,Gerard,Piqué,12712,Defender,65,Barcelona,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.795263157894736,1486,3,83
184,78,23,false,true,-MC-,M(C),Spain,ve,SLL,32,0,59,89,Yangel Herrera,Yangel,Herrera,318505,Midfielder,925,Granada,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.794999999999998,2314,30,84
190,77,26,false,true,-DMC-,DMC,Spain,es,SLL,25,0,32,45,Lucas Torró,Lucas,Torró,249960,Midfielder,131,Osasuna,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.791599999999999,1547,13,85
190,75,29,false,true,-FW-,FW,Spain,hr,SLL,30,0,20,31,Ante Budimir,Ante,Budimir,98126,Forward,131,Osasuna,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.79,1622,11,86
184,75,24,false,true,-GK-,GK,Spain,es,SLL,1,0,0,0,Antonio Sivera,Antonio,Sivera,141044,Goalkeeper,60,Deportivo Alaves,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.79,72,0,87
172,68,29,false,true,-MC-ML-MR-,M(CLR),Spain,br,SLL,12,0,8,14,Philippe Coutinho,Philippe,Coutinho Correia,80767,Midfielder,65,Barcelona,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.785833333333333,657,6,88
180,76,31,false,true,-DC-DL-DR-,D(CLR),Spain,es,SLL,24,0,27,50,Nacho,Jose Ignacio,Fernandez Iglesias,106875,Defender,52,Real Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.783333333333332,2000,23,89
182,78,22,false,true,-MC-ML-MR-,M(CLR),Spain,uy,SLL,24,0,25,41,Federico Valverde,Federico,Valverde,344644,Midfielder,52,Real Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.7825,1333,16,90
171,72,27,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",Spain,es,SLL,37,0,50,81,Rubén García,Rubén,García,119189,Midfielder,131,Osasuna,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.780810810810809,2739,31,91
185,80,26,false,true,-DC-DR-,D(CR),Spain,uy,SLL,21,0,20,25,José Giménez,José,Giménez,135914,Defender,63,Atletico Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.778095238095237,1766,5,92
172,70,23,false,true,-DR-MR-,"D(R),M(R)",Spain,es,SLL,25,0,26,40,Pablo Maffeo,Pablo,Maffeo,294848,Defender,5006,SD Huesca,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.7776,1977,14,93
199,91,29,false,true,-GK-,GK,Spain,be,SLL,38,0,0,1,Thibaut Courtois,Thibaut,Courtois,73798,Goalkeeper,52,Real Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.777368421052632,3420,1,94
182,74,30,false,true,-DC-DR-MR-,"D(CR),M(R)",Spain,es,SLL,25,0,55,74,Mario Gaspar,Mario Gaspar,Pérez Martínez,79909,Defender,839,Villarreal,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.773199999999998,1852,19,95
184,75,22,false,true,-DC-DR-,D(CR),Spain,es,SLL,27,0,52,75,Óscar Mingueza,Óscar,Mingueza,397469,Defender,65,Barcelona,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.764814814814815,1907,23,96
175,71,25,false,true,-AML-AMR-FW-,"AM(LR),FW",Spain,es,SLL,20,0,13,20,Sandro Ramírez,Sandro,Ramírez,135242,Forward,5006,SD Huesca,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.7639999999999985,1294,7,97
170,69,28,false,true,-DR-,D(R),Spain,es,SLL,32,0,68,95,Iza,Isaac,Carcelén,400046,Defender,1354,Cadiz,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.763749999999999,2587,27,98
186,80,24,false,true,-DC-,D(C),Spain,es,SLL,25,0,23,28,Unai Núñez,Unai,Núñez,344200,Defender,53,Athletic Bilbao,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.76,2108,5,99
173,69,30,false,true,-DC-DR-MR-,"D(CR),M(R)",Spain,es,SLL,31,0,58,86,Hugo Mallo,Hugo,Mallo,79929,Defender,62,Celta Vigo,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.759032258064515,2604,28,100
191,80,24,false,true,-DC-,D(C),Spain,es,SLL,33,0,17,24,Pau Torres,Pau,Torres,344259,Defender,839,Villarreal,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.75878787878788,2970,7,101
192,83,32,false,true,-DC-,D(C),Spain,gr,SLL,36,0,46,56,Dimitrios Siovas,Dimitrios,Siovas,79755,Defender,5006,SD Huesca,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.758055555555554,3073,10,102
167,68,33,false,true,-FW-MC-ML-,"M(CL),FW",Spain,ar,SLL,18,0,9,19,Papu Gómez,Alejandro,Gómez,22546,Midfielder,67,Sevilla,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.756666666666667,917,10,103
184,80,38,false,true,-GK-,GK,Spain,cl,SLL,20,0,0,1,Claudio Bravo,Claudio,Bravo,14199,Goalkeeper,54,Real Betis,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.7555000000000005,1800,1,104
184,76,26,false,true,-DC-DL-MC-ML-MR-,"D(CL),M(CLR)",Spain,es,SLL,33,0,57,86,Saúl Ñíguez,Saúl,Ñíguez,112161,Midfielder,63,Atletico Madrid,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.755151515151516,2034,29,105
179,68,28,false,true,-DL-ML-,"D(L),M(L)",Spain,es,SLL,23,0,42,65,Álex Moreno,Alexandre,Moreno Lopera,135374,Defender,54,Real Betis,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.752608695652174,1787,23,106
174,60,18,false,true,-AMC-,AM(C),Spain,es,SLL,37,0,44,98,Pedri,Pedro,González,402197,Midfielder,65,Barcelona,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.75108108108108,2430,54,107
187,76,24,false,true,-AMC-AMR-FW-,"AM(CR),FW",Spain,es,SLL,34,0,59,108,Brais Méndez,Brais,Méndez,344542,Midfielder,62,Celta Vigo,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.7497058823529406,2679,49,108
186,71,35,false,true,-FW-,FW,Spain,es,SLL,35,0,11,17,Álvaro Negredo,Álvaro,Negredo,23757,Forward,1354,Cadiz,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.74857142857143,2217,6,109
192,82,28,false,true,-GK-,GK,Spain,es,SLL,33,0,0,2,Sergio Herrera,Sergio,Herrera,381674,Goalkeeper,131,Osasuna,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.74787878787879,2957,2,110
170,63,33,false,true,-AMC-AML-AMR-,AM(CLR),Spain,es,SLL,37,0,25,66,David Ferreiro,David,Ferreiro,109571,Midfielder,5006,SD Huesca,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.743783783783783,2543,41,111
188,79,22,false,true,-DC-,D(C),Spain,uy,SLL,24,0,22,22,Ronald Araujo,Ronald,Araujo,384711,Defender,65,Barcelona,8321,2020/2021,true,4,206,es,Spain,LaLiga,6.7425,1509,0,112
